id,idHabitacion,Habitacion,timestamp,status
152,1,Sala de examenes 1,5/31/2021 11:11:45 AM,Sala disponible.
153,8,Sala de procedimientos 3,5/31/2021 11:12:13 AM,Sala disponible.
154,12,Estación de revisión 1,5/31/2021 11:12:42 AM,Sala no disponible.
155,12,Estación de revisión 1,5/31/2021 11:13:08 AM,Inicia limpieza.
156,12,Estación de revisión 1,5/31/2021 11:13:54 AM,Sala disponible.
157,13,Estación de revisión 2,5/31/2021 11:21:30 AM,Sala no disponible.
158,14,Estación de revisión 3,5/31/2021 11:21:34 AM,Sala no disponible.
159,14,Estación de revisión 3,5/31/2021 11:21:50 AM,Inicia limpieza.
160,13,Estación de revisión 2,5/31/2021 11:21:56 AM,Inicia limpieza.
161,12,Estación de revisión 1,5/31/2021 11:22:06 AM,Sala no disponible.
162,14,Estación de revisión 3,5/31/2021 11:22:21 AM,Sala disponible.
163,12,Estación de revisión 1,5/31/2021 11:22:37 AM,Inicia limpieza.
164,13,Estación de revisión 2,5/31/2021 11:22:45 AM,Sala disponible.
165,12,Estación de revisión 1,5/31/2021 11:23:11 AM,Sala disponible.
166,2,Sala de examenes 2,5/31/2021 11:23:20 AM,Sala no disponible.
167,2,Sala de examenes 2,5/31/2021 11:23:50 AM,Inicia limpieza.
168,5,Sala de imagenes 1,5/31/2021 11:26:01 AM,Sala no disponible.
169,2,Sala de examenes 2,5/31/2021 11:26:28 AM,Sala disponible.
170,5,Sala de imagenes 1,5/31/2021 11:27:09 AM,Inicia limpieza.
171,1,Sala de examenes 1,5/31/2021 11:27:27 AM,Sala no disponible.
172,1,Sala de examenes 1,5/31/2021 11:28:06 AM,Inicia limpieza.
173,5,Sala de imagenes 1,5/31/2021 11:28:23 AM,Sala disponible.
174,1,Sala de examenes 1,5/31/2021 11:30:21 AM,Sala disponible.
175,6,Sala de procedimientos 1,5/31/2021 11:30:31 AM,Sala no disponible.
176,6,Sala de procedimientos 1,5/31/2021 11:31:08 AM,Inicia limpieza.
177,6,Sala de procedimientos 1,5/31/2021 11:34:12 AM,Sala disponible.
178,4,Sala de examenes 4,5/31/2021 11:37:16 AM,Sala no disponible.
179,4,Sala de examenes 4,5/31/2021 11:37:50 AM,Inicia limpieza.
180,12,Estación de revisión 1,5/31/2021 11:39:15 AM,Sala no disponible.
181,12,Estación de revisión 1,5/31/2021 11:39:41 AM,Inicia limpieza.
182,4,Sala de examenes 4,5/31/2021 11:40:19 AM,Sala disponible.
183,12,Estación de revisión 1,5/31/2021 11:40:33 AM,Sala disponible.
184,3,Sala de examenes 3,5/31/2021 11:43:10 AM,Sala no disponible.
185,3,Sala de examenes 3,5/31/2021 11:43:29 AM,Inicia limpieza.
186,3,Sala de examenes 3,5/31/2021 11:45:31 AM,Sala disponible.
187,13,Estación de revisión 2,5/31/2021 11:48:34 AM,Sala no disponible.
188,12,Estación de revisión 1,5/31/2021 11:48:37 AM,Sala no disponible.
189,13,Estación de revisión 2,5/31/2021 11:49:01 AM,Inicia limpieza.
190,12,Estación de revisión 1,5/31/2021 11:49:03 AM,Inicia limpieza.
191,12,Estación de revisión 1,5/31/2021 11:49:38 AM,Sala disponible.
192,13,Estación de revisión 2,5/31/2021 11:49:40 AM,Sala disponible.
193,7,Sala de procedimientos 2,5/31/2021 11:53:04 AM,Sala no disponible.
194,7,Sala de procedimientos 2,5/31/2021 11:54:06 AM,Inicia limpieza.
195,7,Sala de procedimientos 2,5/31/2021 11:56:54 AM,Sala disponible.
196,5,Sala de imagenes 1,5/31/2021 12:00:58 PM,Sala no disponible.
197,5,Sala de imagenes 1,5/31/2021 12:02:05 PM,Inicia limpieza.
198,5,Sala de imagenes 1,5/31/2021 12:03:43 PM,Sala disponible.
199,12,Estación de revisión 1,5/31/2021 12:06:34 PM,Sala no disponible.
200,12,Estación de revisión 1,5/31/2021 12:07:01 PM,Inicia limpieza.
201,12,Estación de revisión 1,5/31/2021 12:07:52 PM,Sala disponible.
202,12,Estación de revisión 1,5/31/2021 12:15:45 PM,Sala no disponible.
203,12,Estación de revisión 1,5/31/2021 12:16:12 PM,Inicia limpieza.
204,12,Estación de revisión 1,5/31/2021 12:17:00 PM,Sala disponible.
205,2,Sala de examenes 2,5/31/2021 12:18:51 PM,Sala no disponible.
206,2,Sala de examenes 2,5/31/2021 12:19:25 PM,Inicia limpieza.
207,1,Sala de examenes 1,5/31/2021 12:19:31 PM,Sala no disponible.
208,12,Estación de revisión 1,5/31/2021 12:21:44 PM,Sala no disponible.
209,2,Sala de examenes 2,5/31/2021 12:22:05 PM,Sala disponible.
210,1,Sala de examenes 1,5/31/2021 12:22:22 PM,Inicia limpieza.
211,12,Estación de revisión 1,5/31/2021 12:22:35 PM,Inicia limpieza.
212,5,Sala de imagenes 1,5/31/2021 12:23:06 PM,Sala no disponible.
213,12,Estación de revisión 1,5/31/2021 12:23:19 PM,Sala disponible.
214,5,Sala de imagenes 1,5/31/2021 12:24:14 PM,Inicia limpieza.
215,1,Sala de examenes 1,5/31/2021 12:24:55 PM,Sala disponible.
216,5,Sala de imagenes 1,5/31/2021 12:25:29 PM,Sala disponible.
217,3,Sala de examenes 3,5/31/2021 12:30:10 PM,Sala no disponible.
218,3,Sala de examenes 3,5/31/2021 12:30:29 PM,Inicia limpieza.
219,3,Sala de examenes 3,5/31/2021 12:32:17 PM,Sala disponible.
220,7,Sala de procedimientos 2,5/31/2021 12:33:07 PM,Sala no disponible.
221,7,Sala de procedimientos 2,5/31/2021 12:34:09 PM,Inicia limpieza.
222,7,Sala de procedimientos 2,5/31/2021 12:37:16 PM,Sala disponible.
223,6,Sala de procedimientos 1,5/31/2021 12:59:20 PM,Sala no disponible.
224,6,Sala de procedimientos 1,5/31/2021 12:59:57 PM,Inicia limpieza.
225,6,Sala de procedimientos 1,5/31/2021 1:01:31 PM,Sala disponible.
226,9,Sala de procedimientos 4,5/31/2021 1:03:19 PM,Sala no disponible.
227,9,Sala de procedimientos 4,5/31/2021 1:04:19 PM,Inicia limpieza.
228,9,Sala de procedimientos 4,5/31/2021 1:08:20 PM,Sala disponible.
229,13,Estación de revisión 2,5/31/2021 1:10:15 PM,Sala no disponible.
230,13,Estación de revisión 2,5/31/2021 1:10:42 PM,Inicia limpieza.
231,13,Estación de revisión 2,5/31/2021 1:11:37 PM,Sala disponible.
232,12,Estación de revisión 1,5/31/2021 1:12:48 PM,Sala no disponible.
233,12,Estación de revisión 1,5/31/2021 1:13:14 PM,Inicia limpieza.
234,12,Estación de revisión 1,5/31/2021 1:15:14 PM,Sala disponible.
235,14,Estación de revisión 3,5/31/2021 1:17:11 PM,Sala no disponible.
236,14,Estación de revisión 3,5/31/2021 1:17:26 PM,Inicia limpieza.
237,14,Estación de revisión 3,5/31/2021 1:18:05 PM,Sala disponible.
238,8,Sala de procedimientos 3,5/31/2021 1:20:49 PM,Sala no disponible.
239,8,Sala de procedimientos 3,5/31/2021 1:21:35 PM,Inicia limpieza.
240,8,Sala de procedimientos 3,5/31/2021 1:24:22 PM,Sala disponible.
241,1,Sala de examenes 1,5/31/2021 1:34:01 PM,Sala no disponible.
242,1,Sala de examenes 1,5/31/2021 1:34:41 PM,Inicia limpieza.
243,2,Sala de examenes 2,5/31/2021 1:35:23 PM,Sala no disponible.
244,2,Sala de examenes 2,5/31/2021 1:35:56 PM,Inicia limpieza.
245,1,Sala de examenes 1,5/31/2021 1:36:39 PM,Sala disponible.
246,6,Sala de procedimientos 1,5/31/2021 1:36:52 PM,Sala no disponible.
247,6,Sala de procedimientos 1,5/31/2021 1:37:28 PM,Inicia limpieza.
248,2,Sala de examenes 2,5/31/2021 1:38:56 PM,Sala disponible.
249,6,Sala de procedimientos 1,5/31/2021 1:43:17 PM,Sala disponible.
250,12,Estación de revisión 1,5/31/2021 1:49:32 PM,Sala no disponible.
251,12,Estación de revisión 1,5/31/2021 1:49:58 PM,Inicia limpieza.
252,12,Estación de revisión 1,5/31/2021 1:50:44 PM,Sala disponible.
253,13,Estación de revisión 2,5/31/2021 1:51:40 PM,Sala no disponible.
254,13,Estación de revisión 2,5/31/2021 1:52:06 PM,Inicia limpieza.
255,13,Estación de revisión 2,5/31/2021 1:52:55 PM,Sala disponible.
256,12,Estación de revisión 1,5/31/2021 2:11:31 PM,Sala no disponible.
257,1,Sala de examenes 1,5/31/2021 2:12:50 PM,Sala no disponible.
258,1,Sala de examenes 1,5/31/2021 2:13:30 PM,Inicia limpieza.
259,2,Sala de examenes 2,5/31/2021 2:13:34 PM,Sala no disponible.
260,2,Sala de examenes 2,5/31/2021 2:14:07 PM,Inicia limpieza.
261,1,Sala de examenes 1,5/31/2021 2:15:06 PM,Sala disponible.
262,12,Estación de revisión 1,5/31/2021 2:15:43 PM,Inicia limpieza.
263,12,Estación de revisión 1,5/31/2021 2:16:17 PM,Sala disponible.
264,2,Sala de examenes 2,5/31/2021 2:17:02 PM,Sala disponible.
265,3,Sala de examenes 3,5/31/2021 2:18:51 PM,Sala no disponible.
266,3,Sala de examenes 3,5/31/2021 2:19:10 PM,Inicia limpieza.
267,3,Sala de examenes 3,5/31/2021 2:21:36 PM,Sala disponible.
268,4,Sala de examenes 4,5/31/2021 2:24:01 PM,Sala no disponible.
269,4,Sala de examenes 4,5/31/2021 2:24:36 PM,Inicia limpieza.
270,4,Sala de examenes 4,5/31/2021 2:26:58 PM,Sala disponible.
271,12,Estación de revisión 1,5/31/2021 2:27:56 PM,Sala no disponible.
272,12,Estación de revisión 1,5/31/2021 2:28:22 PM,Inicia limpieza.
273,12,Estación de revisión 1,5/31/2021 2:29:04 PM,Sala disponible.
274,5,Sala de imagenes 1,5/31/2021 2:32:55 PM,Sala no disponible.
275,5,Sala de imagenes 1,5/31/2021 2:34:03 PM,Inicia limpieza.
276,5,Sala de imagenes 1,5/31/2021 2:35:36 PM,Sala disponible.
277,3,Sala de examenes 3,5/31/2021 2:36:07 PM,Sala no disponible.
278,3,Sala de examenes 3,5/31/2021 2:36:26 PM,Inicia limpieza.
279,3,Sala de examenes 3,5/31/2021 2:38:08 PM,Sala disponible.
280,2,Sala de examenes 2,5/31/2021 2:38:50 PM,Sala no disponible.
281,2,Sala de examenes 2,5/31/2021 2:39:23 PM,Inicia limpieza.
282,1,Sala de examenes 1,5/31/2021 2:40:01 PM,Sala no disponible.
283,1,Sala de examenes 1,5/31/2021 2:40:41 PM,Inicia limpieza.
284,2,Sala de examenes 2,5/31/2021 2:42:00 PM,Sala disponible.
285,1,Sala de examenes 1,5/31/2021 2:42:51 PM,Sala disponible.
286,12,Estación de revisión 1,5/31/2021 2:45:32 PM,Sala no disponible.
287,12,Estación de revisión 1,5/31/2021 2:45:58 PM,Inicia limpieza.
288,12,Estación de revisión 1,5/31/2021 2:47:56 PM,Sala disponible.
289,4,Sala de examenes 4,5/31/2021 2:51:43 PM,Sala no disponible.
290,4,Sala de examenes 4,5/31/2021 2:52:18 PM,Inicia limpieza.
291,4,Sala de examenes 4,5/31/2021 2:55:17 PM,Sala disponible.
292,7,Sala de procedimientos 2,5/31/2021 2:57:10 PM,Sala no disponible.
293,7,Sala de procedimientos 2,5/31/2021 2:58:12 PM,Inicia limpieza.
294,7,Sala de procedimientos 2,5/31/2021 3:00:46 PM,Sala disponible.
295,6,Sala de procedimientos 1,5/31/2021 3:03:47 PM,Sala no disponible.
296,6,Sala de procedimientos 1,5/31/2021 3:04:24 PM,Inicia limpieza.
297,12,Estación de revisión 1,5/31/2021 3:07:48 PM,Sala no disponible.
298,12,Estación de revisión 1,5/31/2021 3:08:14 PM,Inicia limpieza.
299,12,Estación de revisión 1,5/31/2021 3:08:54 PM,Sala disponible.
300,8,Sala de procedimientos 3,5/31/2021 3:08:57 PM,Sala no disponible.
301,6,Sala de procedimientos 1,5/31/2021 3:09:28 PM,Sala disponible.
302,8,Sala de procedimientos 3,5/31/2021 3:09:43 PM,Inicia limpieza.
303,13,Estación de revisión 2,5/31/2021 3:09:53 PM,Sala no disponible.
304,13,Estación de revisión 2,5/31/2021 3:10:19 PM,Inicia limpieza.
305,13,Estación de revisión 2,5/31/2021 3:12:13 PM,Sala disponible.
306,12,Estación de revisión 1,5/31/2021 3:13:16 PM,Sala no disponible.
307,12,Estación de revisión 1,5/31/2021 3:13:43 PM,Inicia limpieza.
308,12,Estación de revisión 1,5/31/2021 3:14:13 PM,Sala disponible.
309,8,Sala de procedimientos 3,5/31/2021 3:15:10 PM,Sala disponible.
310,12,Estación de revisión 1,5/31/2021 3:24:40 PM,Sala no disponible.
311,12,Estación de revisión 1,5/31/2021 3:25:07 PM,Inicia limpieza.
312,13,Estación de revisión 2,5/31/2021 3:27:26 PM,Sala no disponible.
313,12,Estación de revisión 1,5/31/2021 3:27:31 PM,Sala disponible.
314,13,Estación de revisión 2,5/31/2021 3:27:47 PM,Inicia limpieza.
315,13,Estación de revisión 2,5/31/2021 3:28:17 PM,Sala disponible.
316,14,Estación de revisión 3,5/31/2021 3:28:55 PM,Sala no disponible.
317,14,Estación de revisión 3,5/31/2021 3:29:10 PM,Inicia limpieza.
318,14,Estación de revisión 3,5/31/2021 3:29:43 PM,Sala disponible.
319,1,Sala de examenes 1,5/31/2021 3:33:14 PM,Sala no disponible.
320,1,Sala de examenes 1,5/31/2021 3:33:54 PM,Inicia limpieza.
321,6,Sala de procedimientos 1,5/31/2021 3:34:13 PM,Sala no disponible.
322,6,Sala de procedimientos 1,5/31/2021 3:34:49 PM,Inicia limpieza.
323,1,Sala de examenes 1,5/31/2021 3:36:03 PM,Sala disponible.
324,6,Sala de procedimientos 1,5/31/2021 3:40:44 PM,Sala disponible.
325,12,Estación de revisión 1,5/31/2021 3:50:17 PM,Sala no disponible.
326,12,Estación de revisión 1,5/31/2021 3:50:44 PM,Inicia limpieza.
327,3,Sala de examenes 3,5/31/2021 3:50:56 PM,Sala no disponible.
328,3,Sala de examenes 3,5/31/2021 3:51:16 PM,Inicia limpieza.
329,2,Sala de examenes 2,5/31/2021 3:51:27 PM,Sala no disponible.
330,12,Estación de revisión 1,5/31/2021 3:51:37 PM,Sala disponible.
331,2,Sala de examenes 2,5/31/2021 3:52:00 PM,Inicia limpieza.
332,3,Sala de examenes 3,5/31/2021 3:53:03 PM,Sala disponible.
333,8,Sala de procedimientos 3,5/31/2021 3:54:03 PM,Sala no disponible.
334,12,Estación de revisión 1,5/31/2021 3:54:05 PM,Sala no disponible.
335,12,Estación de revisión 1,5/31/2021 3:54:31 PM,Inicia limpieza.
336,8,Sala de procedimientos 3,5/31/2021 3:54:48 PM,Inicia limpieza.
337,2,Sala de examenes 2,5/31/2021 3:54:48 PM,Sala disponible.
338,13,Estación de revisión 2,5/31/2021 3:54:52 PM,Sala no disponible.
339,12,Estación de revisión 1,5/31/2021 3:55:13 PM,Sala disponible.
340,13,Estación de revisión 2,5/31/2021 3:55:20 PM,Inicia limpieza.
341,13,Estación de revisión 2,5/31/2021 3:56:28 PM,Sala disponible.
342,8,Sala de procedimientos 3,5/31/2021 4:00:53 PM,Sala disponible.
343,12,Estación de revisión 1,5/31/2021 4:04:27 PM,Sala no disponible.
344,12,Estación de revisión 1,5/31/2021 4:04:53 PM,Inicia limpieza.
345,12,Estación de revisión 1,5/31/2021 4:05:26 PM,Sala disponible.
346,5,Sala de imagenes 1,5/31/2021 4:07:19 PM,Sala no disponible.
347,5,Sala de imagenes 1,5/31/2021 4:08:27 PM,Inicia limpieza.
348,13,Estación de revisión 2,5/31/2021 4:09:50 PM,Sala no disponible.
349,5,Sala de imagenes 1,5/31/2021 4:10:04 PM,Sala disponible.
350,13,Estación de revisión 2,5/31/2021 4:10:16 PM,Inicia limpieza.
351,2,Sala de examenes 2,5/31/2021 4:10:22 PM,Sala no disponible.
352,1,Sala de examenes 1,5/31/2021 4:11:00 PM,Sala no disponible.
353,13,Estación de revisión 2,5/31/2021 4:12:09 PM,Sala disponible.
